,Feature variation,Age (0.1),SexCategory (0.01),HGB (0.06),WBC (0.38),RBC (0.05),MCV (0.05),PLT (0.35)
0,0.0,12.151125,22.4714078125,38.212296875,24.771390625000002,28.860609375000003,23.18078125,96.112328125
1,5.2631578947368425,12.235,22.41713984375,23.755343749999998,8.602375,22.213156249999997,22.010859375,62.24865625
2,10.526315789473685,12.634640625,22.362871875,22.86184375,6.28221875,20.7673125,21.54896875,49.029484374999996
3,15.789473684210527,13.99846875,22.30860390625,22.86121875,6.206515625000001,21.199375,21.896859375,29.51728125
4,21.05263157894737,14.61265625,22.2543359375,22.18659375,6.578984374999999,21.07,21.8771875,17.441546875
5,26.315789473684212,15.647812499999999,22.200067968749998,21.55065625,6.8174062499999994,20.698984375000002,21.437765625,16.21840625
6,31.578947368421055,19.17946875,22.1458,21.4893125,7.279234375000001,20.494515625000002,20.770328125000002,15.71028125
7,36.8421052631579,22.214640625,22.09153203125,21.46434375,7.23103125,20.512953125,19.935390625,15.83521875
8,42.10526315789474,22.879359375,22.0372640625,21.294234375000002,9.17228125,20.77140625,19.739515625,14.5204375
9,47.36842105263158,22.822937500000002,21.98299609375,20.589015625000002,9.789375,20.66078125,19.835421875,13.531296875
10,52.631578947368425,23.300562499999998,21.928728125,20.255421875,11.723765625,20.669390625000002,20.079828125,12.010203125
11,57.89473684210527,24.50921875,21.87446015625,20.169406249999998,13.829906249999999,20.579875,20.1295,11.937625
12,63.15789473684211,24.691218749999997,21.8201921875,20.11065625,14.993265625,20.781859375,20.332625,11.317421875
13,68.42105263157896,25.45825,21.765924218749998,20.060953125,17.549125,20.6224375,20.67065625,11.345359375
14,73.6842105263158,26.9816875,21.711656249999997,20.334140625,19.647078125,20.7390625,21.557765625,11.12734375
15,78.94736842105263,29.269953124999997,21.65738828125,20.375296875,25.154390625,21.013609375,21.316046875,11.087078125
16,84.21052631578948,29.128234375,21.6031203125,20.3445,30.97871875,21.158703125,20.796375,10.4085
17,89.47368421052633,28.533921875,21.54885234375,20.137171875,42.510343750000004,21.16275,21.5201875,10.25675
18,94.73684210526316,30.188328125,21.494584375,19.901609375,69.45715625,21.758375,25.623828125,9.84134375
19,100.0,28.137078125,21.44031640625,20.620546875000002,100.0,32.839406249999996,34.314671875,9.078
