,Feature variation,Age (0.1),SexCategory (0.01),HGB (0.05),WBC (0.47),RBC (0.07),MCV (0.04),PLT (0.27)
0,0.0,8.0236875,16.9663828125,27.81265625,8.933515625,29.136515624999998,17.779609375,66.590890625
1,5.2631578947368425,8.25575,16.88544125,15.862703125,2.90353125,17.460359375,16.173703125,41.8813125
2,10.526315789473685,8.419484375,16.8044996875,15.509453125,2.4805156250000002,16.159515625,15.50528125,34.86565625
3,15.789473684210527,9.254484374999999,16.723558125,15.9499375,2.5111250000000003,16.371515625,15.666281249999999,15.458296874999998
4,21.05263157894737,9.608203125000001,16.642616562500002,15.798124999999999,2.612140625,15.53378125,15.828046874999998,12.50534375
5,26.315789473684212,10.241640624999999,16.561675,15.567171875,2.7415624999999997,15.12134375,15.83165625,12.04921875
6,31.578947368421055,12.468953125,16.4807334375,15.69640625,3.080375,14.713640624999998,15.674968750000001,11.822671875
7,36.8421052631579,16.185421875,16.399791875000002,15.764453125,3.2415,14.632031249999999,15.352671875000002,11.61478125
8,42.10526315789474,16.659171875000002,16.3188503125,15.704953125000001,3.9257187499999997,14.90328125,15.250796875,11.080671875
9,47.36842105263158,16.88675,16.23790875,15.289171875,4.082515625,14.619203124999999,15.283046875,10.685875
10,52.631578947368425,17.249015625,16.1569671875,15.233171875000002,5.222625,14.524593750000001,15.20725,9.972687500000001
11,57.89473684210527,18.439609375,16.076025625,15.168203124999998,7.265593750000001,14.623609375,15.12403125,9.72078125
12,63.15789473684211,18.708453125,15.9950840625,15.165875000000002,8.764703124999999,14.53340625,15.23678125,9.59953125
13,68.42105263157896,19.48646875,15.9141425,15.175921875,10.896390625,14.416125,15.35409375,9.5614375
14,73.6842105263158,20.445359375,15.8332009375,15.27821875,12.463875,14.524171875,15.588875,9.58328125
15,78.94736842105263,22.893828125,15.752259375,15.20678125,14.511328125,14.7755,15.718140624999998,9.559
16,84.21052631578948,22.816078125,15.6713178125,15.142468749999999,18.424734375,14.779140625,15.471140624999999,9.30446875
17,89.47368421052633,22.998203125,15.59037625,14.953390624999999,39.170359375000004,14.72175,15.812234375000001,9.276734375
18,94.73684210526316,23.38596875,15.5094346875,14.80675,69.907234375,14.880625,17.467828125,9.039312500000001
19,100.0,20.7128125,15.428493125,18.05353125,100.0,22.709234375,23.812906249999997,8.967390625
